시군구,위계,광역구분,종속구분,도로명,영문도로명,고시일자,시점,종점,도로폭,도로고시길이,도로물리길이,기초간격,부여사유,부여방식,부여일자,부여사유설명,도로구간일련번호
광진구,길,시군구,주도로,광장로3길,Gwangjang-ro 3-gil,2010.6.3,광장동 285-7,광장동 258-4,7,137,137.243,10,행정구역 명칭,일련번호,2010.5.28,광장로에서 분기되는 도로,2716
광진구,길,시군구,주도로,광장로1다길,Gwangjang-ro 1da-gil,2010.6.3,광장동 355-2,광장동 378-11,7,376,375.689,10,행정구역 명칭,기타,2010.5.28,광장로에서 분기되는 도로,134
광진구,길,시군구,주도로,광장로1길,Gwangjang-ro 1-gil,2010.6.3,광장동 258-36,광장동 355-8,7,274,273.848,10,행정구역 명칭,일련번호,2010.5.28,광장로에서 분기되는 도로,2715
광진구,길,시군구,주도로,능동로50길,Neungdong-ro 50-gil,2010.6.3,중곡동 165-1,중곡동 21-11,7,336,336.404,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,65
광진구,길,시군구,주도로,용마산로28길,Yongmasan-ro 28-gil,2010.6.3,중곡동 18-1,중곡동 176-42,7,450,451.982,10,지명·자연마을이름,일련번호,2010.5.28,용마산로에서 분기되는 도로,34
광진구,길,시군구,주도로,능동로23길,Neungdong-ro 23-gil,2010.6.3,군자동 270,군자동 28-1,7,227,227.365,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,170
광진구,길,시군구,주도로,능동로49길,Neungdong-ro 49-gil,2010.6.3,중곡동 165-1,중곡동 230-14,7,245,244.603,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,70
광진구,길,시군구,주도로,능동로51길,Neungdong-ro 51-gil,2010.6.3,중곡동 166-34,중곡동 193-26,7,244,244.064,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,64
광진구,길,시군구,주도로,광나루로22길,Gwangnaru-ro 22-gil,2010.6.3,화양동 499-1,화양동 499-84,7,128,128.126,10,지명·자연마을이름,일련번호,2010.5.28,광나루로에서 분기되는 도로,332
광진구,길,시군구,주도로,자양로4가길,Jayang-ro 4ga-gil,2010.6.3,자양동 685-15,자양동 685-2,7,76,75.513,10,행정구역 명칭,기타,2010.5.28,자양로에서 분기되는 도로,2733
광진구,길,시군구,주도로,자양로49길,Jayang-ro 49-gil,2010.6.3,구의동 49-10,중곡동 51-1,7,146,146.394,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,115
광진구,길,시군구,주도로,천호대로137길,Cheonho-daero 137-gil,2010.6.3,구의동 57-30,구의동 48-1,7,358,358.218,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,120
광진구,길,시군구,주도로,자양로2길,Jayang-ro 2-gil,2010.6.3,자양동 686-0,자양동 688-5,7,235,234.84,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,236
광진구,길,시군구,주도로,자양로44다길,Jayang-ro 44da-gil,2010.6.3,구의동 43-10,구의동 35-36,7,194,193.755,10,행정구역 명칭,기타,2010.5.28,자양로에서 분기되는 도로,130
광진구,길,시군구,주도로,자양로32길,Jayang-ro 32-gil,2010.6.3,구의동 234-25,구의동 229-5,7,485,484.799,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,362
광진구,길,시군구,주도로,자양로44나길,Jayang-ro 44na-gil,2010.6.3,구의동 45-12,구의동 45-25,7,213,213.259,10,행정구역 명칭,기타,2010.5.28,자양로에서 분기되는 도로,121
광진구,길,시군구,주도로,자양로44길,Jayang-ro 44-gil,2010.6.3,구의동 56-2,구의동 33-1,7,806,806.407,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,85
광진구,길,시군구,주도로,능동로27가길,Neungdong-ro 27ga-gil,2010.6.3,군자동 27-23,군자동 28-5,7,204,203.532,10,행정구역 명칭,기타,2010.5.28,능동로에서 분기되는 도로,169
광진구,길,시군구,주도로,능동로29길,Neungdong-ro 29-gil,2010.6.3,군자동 2-12,군자동 2-20,7,127,126.623,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,172
광진구,길,시군구,주도로,능동로29가길,Neungdong-ro 29ga-gil,2010.6.3,군자동 45-12,군자동 45-1,7,138,138.148,10,행정구역 명칭,기타,2010.5.28,능동로에서 분기되는 도로,473
광진구,길,시군구,주도로,긴고랑로8길,Gingorang-ro 8-gil,2010.6.3,중곡동 246-8,중곡동 627-3,7,462,462.077,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,413
광진구,길,시군구,주도로,자양로43길,Jayang-ro 43-gil,2010.6.3,구의동 54-11,중곡동 80-1,7,772,771.531,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,112
광진구,길,시군구,주도로,자양로38길,Jayang-ro 38-gil,2010.6.3,구의동 70-27,구의동 61-21,7,333,333.483,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,190
광진구,길,시군구,주도로,긴고랑로9길,Gingorang-ro 9-gil,2010.6.3,중곡동 241-23,중곡동 193-1,7,412,411.938,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,68
광진구,길,시군구,주도로,자양로42길,Jayang-ro 42-gil,2010.6.3,구의동 73-3,구의동 59-39,7,285,285.367,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,188
광진구,길,시군구,주도로,자양로3가길,Jayang-ro 3ga-gil,2010.6.3,자양동 667-34,자양동 673-0,7,259,258.934,10,행정구역 명칭,기타,2010.5.28,자양로에서 분기되는 도로,492
광진구,길,시군구,주도로,능동로39길,Neungdong-ro 39-gil,2010.6.3,중곡동 648-17,중곡동 640-1,7,245,244.873,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,419
광진구,길,시군구,주도로,자양로26길,Jayang-ro 26-gil,2010.6.3,구의동 250-21,구의동 222-31,7,535,535.44,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,365
광진구,길,시군구,주도로,자양로45길,Jayang-ro 45-gil,2010.6.3,구의동 55-13,중곡동 91-1,7,614,613.535,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,114
광진구,길,시군구,주도로,능동로26길,Neungdong-ro 26-gil,2010.6.3,능동 283-6,능동 313-8,7,183,182.538,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,186
광진구,길,시군구,주도로,용마산로8길,Yongmasan-ro 8-gil,2010.6.3,중곡동 58-17,중곡동 70-10,7,454,453.824,10,지명·자연마을이름,일련번호,2010.5.28,용마산로에서 분기되는 도로,398
광진구,길,시군구,주도로,용마산로8나길,Yongmasan-ro 8na-gil,2010.6.3,중곡동 147-24,중곡동 67-1,7,271,271.3,10,지명·자연마을이름,기타,2010.5.28,용마산로에서 분기되는 도로,395
광진구,길,시군구,주도로,자양로48길,Jayang-ro 48-gil,2010.6.3,구의동 48-8,구의동 33-80,7,352,351.761,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,129
광진구,길,시군구,주도로,광나루로48길,Gwangnaru-ro 48-gil,2010.6.3,구의동 202-8,구의동 200-2,7,377,376.727,10,지명·자연마을이름,일련번호,2010.5.28,광나루로에서 분기되는 도로,378
광진구,길,시군구,주도로,능동로41길,Neungdong-ro 41-gil,2010.6.3,중곡동 647-25,중곡동 643-1,7,245,244.791,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,418
광진구,길,시군구,주도로,자양로11길,Jayang-ro 11-gil,2010.6.3,자양동 628-30,자양동 633-20,7,435,435.228,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,226
광진구,길,시군구,주도로,능동로40길,Neungdong-ro 40-gil,2010.6.3,중곡동 161-44,중곡동 141-27,7,230,229.856,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,426
광진구,길,시군구,주도로,광나루로18길,Gwangnaru-ro 18-gil,2010.6.3,화양동 192-0,화양동 111-139,7,132,122.733,10,지명·자연마을이름,일련번호,2010.5.28,광나루로에서 분기되는 도로,330
광진구,길,시군구,주도로,긴고랑로6길,Gingorang-ro 6-gil,2010.6.3,중곡동 247-7,중곡동 255-5,7,292,292.185,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,411
광진구,길,시군구,주도로,자양로47길,Jayang-ro 47-gil,2010.6.3,구의동 50-9,구의동 50-1,7,105,105.206,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,125
광진구,길,시군구,주도로,능동로3다길,Neungdong-ro 3da-gil,2010.6.3,자양동 79-14,자양동 92-1,7,202,202.225,10,행정구역 명칭,기타,2010.5.28,능동로에서 분기되는 도로,486
광진구,길,시군구,주도로,광나루로40길,Gwangnaru-ro 40-gil,2010.6.3,구의동 229-9,구의동 222-53,7,494,493.913,10,지명·자연마을이름,일련번호,2010.5.28,광나루로에서 분기되는 도로,368
광진구,길,시군구,주도로,구의강변로3길,Guuigangbyeon-ro 3-gil,2010.6.3,구의동 587-64,구의동 590,7,292,291.681,10,지명·자연마을이름,일련번호,2010.5.28,구의강변로에서 분기되는 도로,244
광진구,길,시군구,주도로,자양로22길,Jayang-ro 22-gil,2010.6.3,구의동 251-53,구의동 241-9,7,465,465.091,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,91
광진구,길,시군구,주도로,광나루로38길,Gwangnaru-ro 38-gil,2010.6.3,구의동 230-19,구의동 249-22,7,449,449.026,10,지명·자연마을이름,일련번호,2010.5.28,광나루로에서 분기되는 도로,374
광진구,길,시군구,주도로,자양로23길,Jayang-ro 23-gil,2010.6.3,자양동 765-7,구의동 634-1,7,446,445.762,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,83
광진구,길,시군구,주도로,자양로13다길,Jayang-ro 13da-gil,2010.6.3,자양동 616-14,자양동 609-0,7,281,281.089,10,행정구역 명칭,기타,2010.5.28,자양로에서 분기되는 도로,246
광진구,길,시군구,주도로,자양로21길,Jayang-ro 21-gil,2010.6.3,자양동 769-8,자양동 769-29,7,294,293.738,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,353
광진구,길,시군구,주도로,동일로78길,Dongil-ro 78-gil,2010.6.3,중곡동 181-14,중곡동 175-27,7,310,309.555,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,48
광진구,길,시군구,주도로,천호대로104길,Cheonho-daero 104-gil,2010.6.3,군자동 466-17,군자동 469-10,7,258,257.64,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,153
광진구,길,시군구,주도로,동일로56가길,Dongil-ro 56ga-gil,2010.6.3,군자동 158-6,군자동 117-11,7,180,179.611,10,지명·자연마을이름,기타,2010.5.28,동일로에서 분기되는 도로,158
광진구,길,시군구,주도로,동일로52길,Dongil-ro 52-gil,2010.6.3,군자동 134-53,군자동 146-10,7,230,230.314,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,164
광진구,길,시군구,주도로,뚝섬로52마길,Ttukseom-ro 52ma-gil,2010.6.3,자양동 640-1,자양동 670-0,7,403,402.662,10,지명·자연마을이름,기타,2010.5.28,뚝섬로에서 분기되는 도로,239
광진구,길,시군구,주도로,뚝섬로54길,Ttukseom-ro 54-gil,2010.6.3,자양동 636-5,자양동 642-4,7,420,419.52,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,234
광진구,길,시군구,주도로,동일로50길,Dongil-ro 50-gil,2010.6.3,군자동 134-53,군자동 116-1,7,243,243.039,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,151
광진구,길,시군구,주도로,뚝섬로56가길,Ttukseom-ro 56ga-gil,2010.6.3,자양동 670-0,자양동 673-0,7,344,344.258,10,지명·자연마을이름,기타,2010.5.28,뚝섬로에서 분기되는 도로,229
광진구,길,시군구,주도로,천호대로118길,Cheonho-daero 118-gil,2010.6.3,능동 247-1,능동 243-5,7,288,288.471,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,176
광진구,길,시군구,주도로,뚝섬로58가길,Ttukseom-ro 58ga-gil,2010.6.3,자양동 663-21,자양동 650-6,7,205,204.78,10,지명·자연마을이름,기타,2010.5.28,뚝섬로에서 분기되는 도로,451
광진구,길,시군구,주도로,뚝섬로51길,Ttukseom-ro 51-gil,2010.6.3,자양동 616-34,자양동 612-60,7,508,507.718,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,247
광진구,길,시군구,주도로,뚝섬로58길,Ttukseom-ro 58-gil,2010.6.3,자양동 662-12,자양동 670-0,7,525,525.42,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,450
광진구,길,시군구,주도로,뚝섬로62길,Ttukseom-ro 62-gil,2010.6.3,자양동 682-29,자양동 692-0,7,345,344.877,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,237
광진구,길,시군구,주도로,뚝섬로64길,Ttukseom-ro 64-gil,2010.6.3,자양동 683-9,자양동 813-0,7,415,414.657,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,221
광진구,길,시군구,주도로,천호대로109길,Cheonho-daero 109-gil,2010.6.3,중곡동 157-4,중곡동 48-1,7,467,466.918,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,424
광진구,길,시군구,주도로,뚝섬로67길,Ttukseom-ro 67-gil,2010.6.3,구의동 593-19,구의동 587-58,7,198,197.768,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,2730
광진구,길,시군구,주도로,면목로11길,Myeonmok-ro 11-gil,2010.6.3,중곡동 192-1,중곡동 191-1,7,239,238.825,10,행정구역 명칭,일련번호,2010.5.28,면목로에서 분기되는 도로,50
광진구,길,시군구,주도로,면목로12길,Myeonmok-ro 12-gil,2010.6.3,중곡동 170-25,중곡동 170-2,7,201,200.84,10,행정구역 명칭,일련번호,2010.5.28,면목로에서 분기되는 도로,51
광진구,길,시군구,주도로,긴고랑로38길,Gingorang-ro 38-gil,2010.6.3,중곡동 76-3,중곡동 76-13,7,168,168.384,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,102
광진구,길,시군구,주도로,긴고랑로12길,Gingorang-ro 12-gil,2010.6.3,중곡동 243-2,중곡동 259-12,7,312,312.244,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,422
광진구,길,시군구,주도로,천호대로119길,Cheonho-daero 119-gil,2010.6.3,중곡동 131-5,중곡동 127-65,7,494,493.559,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,437
광진구,길,시군구,주도로,긴고랑로11길,Gingorang-ro 11-gil,2010.6.3,중곡동 241-16,중곡동 229-1,7,232,232.476,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,59
광진구,길,시군구,주도로,뚝섬로50길,Ttukseom-ro 50-gil,2010.6.3,자양동 606-17,자양동 594-0,7,269,269.359,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,263
광진구,길,시군구,주도로,뚝섬로48길,Ttukseom-ro 48-gil,2010.6.3,자양동 607-13,자양동 705-0,7,412,411.58,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,517
광진구,길,시군구,주도로,뚝섬로22가길,Ttukseom-ro 22ga-gil,2010.6.3,자양동 202-41,자양동 52-105,7,335,334.786,10,지명·자연마을이름,기타,2010.5.28,뚝섬로에서 분기되는 도로,294
광진구,길,시군구,주도로,뚝섬로22길,Ttukseom-ro 22-gil,2010.6.3,자양동 238-10,자양동 57-156,7,474,473.504,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,297
광진구,길,시군구,주도로,긴고랑로26길,Gingorang-ro 26-gil,2010.6.3,중곡동 150-207,중곡동 54-19,7,275,274.553,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,439
광진구,길,시군구,주도로,뚝섬로23길,Ttukseom-ro 23-gil,2023.1.19,자양동 843-11,자양동 4-4,7,390,390.158,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,92
광진구,길,시군구,주도로,동일로72길,Dongil-ro 72-gil,2010.6.3,중곡동 190-37,중곡동 192-28,7,311,310.962,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,66
광진구,길,시군구,주도로,뚝섬로25길,Ttukseom-ro 25-gil,2010.6.3,자양동 45-1,자양동 44-1,7,131,130.75,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,340
광진구,길,시군구,주도로,동일로70길,Dongil-ro 70-gil,2010.6.3,중곡동 235-7,중곡동 231-8,7,312,312.057,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,72
광진구,길,시군구,주도로,동일로68길,Dongil-ro 68-gil,2010.6.3,중곡동 249-20,중곡동 245-6,7,315,314.62,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,409
광진구,길,시군구,주도로,뚝섬로49길,Ttukseom-ro 49-gil,2010.6.3,자양동 615-45,자양동 625-5,7,368,368.051,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,245
광진구,길,시군구,주도로,동일로66길,Dongil-ro 66-gil,2010.6.3,중곡동 252-6,중곡동 256-7,7,316,316.088,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,404
광진구,길,시군구,주도로,긴고랑로16길,Gingorang-ro 16-gil,2010.6.3,중곡동 41-1,중곡동 160-14,7,470,469.797,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,423
광진구,길,시군구,주도로,긴고랑로15길,Gingorang-ro 15-gil,2010.6.3,중곡동 40-13,중곡동 31-3,7,242,241.64,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,52
광진구,길,시군구,주도로,천호대로113길,Cheonho-daero 113-gil,2010.6.3,중곡동 140-2,중곡동 150-238,7,474,474.489,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,471
광진구,길,시군구,주도로,천호대로116길,Cheonho-daero 116-gil,2010.6.3,능동 246-1,능동 156-2,7,593,593.323,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,180
광진구,길,시군구,주도로,천호대로117길,Cheonho-daero 117-gil,2010.6.3,중곡동 132-24,중곡동 150-255,7,549,548.638,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,470
광진구,길,시군구,주도로,뚝섬로40길,Ttukseom-ro 40-gil,2010.6.3,자양동 520-2,자양동 477-20,7,376,376.33,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,270
광진구,길,시군구,주도로,긴고랑로30길,Gingorang-ro 30-gil,2010.6.3,중곡동 125-1,중곡동 124-59,7,245,244.617,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,440
광진구,길,시군구,주도로,동일로56길,Dongil-ro 56-gil,2010.6.3,군자동 194-2,군자동 48-19,7,329,329.077,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,148
광진구,길,시군구,주도로,긴고랑로19길,Gingorang-ro 19-gil,2010.6.3,중곡동 39-38,중곡동 33-43,7,265,264.772,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,53
광진구,길,시군구,주도로,구의강변로5길,Guuigangbyeon-ro 5-gil,2010.6.3,구의동 216-8,구의동 216-1,7,109,109.005,10,지명·자연마을이름,일련번호,2010.5.28,구의강변로에서 분기되는 도로,385
광진구,길,시군구,주도로,긴고랑로39길,Gingorang-ro 39-gil,2010.6.3,중곡동 63-23,중곡동 70-1,7,393,392.845,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,394
광진구,길,시군구,주도로,동일로38길,Dongil-ro 38-gil,2010.6.3,군자동 344-1,군자동 343-17,7,171,170.817,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,206
광진구,길,시군구,주도로,아차산로55길,Achasan-ro 55-gil,2010.6.3,구의동 246-3,구의동 248-77,7,427,426.997,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,448
광진구,길,시군구,주도로,아차산로57길,Achasan-ro 57-gil,2010.6.3,구의동 243-23,구의동 241-96,7,309,309.302,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,447
광진구,길,시군구,주도로,아차산로58나길,Achasan-ro 58na-gil,2010.6.3,구의동 591-1,구의동 591-17,7,87,87.396,10,지명·자연마을이름,기타,2010.5.28,아차산로에서 분기되는 도로,443
광진구,길,시군구,주도로,아차산로59길,Achasan-ro 59-gil,2010.6.3,구의동 244-6,구의동 223-1,7,347,346.716,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,373
광진구,길,시군구,주도로,긴고랑로44길,Gingorang-ro 44-gil,2010.6.3,중곡동 74-1,중곡동 74-46,7,215,215.394,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,441
광진구,길,시군구,주도로,천호대로122길,Cheonho-daero 122-gil,2010.6.3,능동 256-12,능동 253-7,7,198,197.753,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,173
광진구,길,시군구,주도로,아차산로65길,Achasan-ro 65-gil,2010.6.3,구의동 212-2,구의동 224-65,7,490,489.871,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,372
광진구,길,시군구,주도로,아차산로66길,Achasan-ro 66-gil,2010.6.3,광장동 471-6,광장동 457-25,7,489,488.715,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,142
광진구,길,시군구,주도로,천호대로105길,Cheonho-daero 105-gil,2010.6.3,중곡동 636-7,중곡동 632-13,7,142,142.435,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,519
광진구,길,시군구,주도로,천호대로123길,Cheonho-daero 123-gil,2010.6.3,중곡동 119-33,중곡동 127-2,7,558,557.699,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,520
광진구,길,시군구,주도로,영화사로13길,Yeonghwasa-ro 13-gil,2010.6.3,구의동 558-10,구의동 552-1,7,216,215.675,10,종교,일련번호,2010.5.28,영화사로에서 분기되는 도로,105
광진구,길,시군구,주도로,천호대로125길,Cheonho-daero 125-gil,2010.6.3,중곡동 119-7,중곡동 122-1,7,393,392.608,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,434
광진구,길,시군구,주도로,영화사로16가길,Yeonghwasa-ro 16ga-gil,2010.6.3,구의동 21-1,구의동 24-23,7,155,154.916,10,종교,기타,2010.5.28,영화사로에서 분기되는 도로,131
광진구,길,시군구,주도로,영화사로16길,Yeonghwasa-ro 16-gil,2010.6.3,구의동 20-1,구의동 23-29,7,269,268.689,10,종교,일련번호,2010.5.28,영화사로에서 분기되는 도로,127
광진구,길,시군구,주도로,영화사로1길,Yeonghwasa-ro 1-gil,2010.6.3,중곡동 78-39,중곡동 77-4,7,118,118.041,10,종교,일련번호,2010.5.28,영화사로에서 분기되는 도로,101
광진구,길,시군구,주도로,영화사로3길,Yeonghwasa-ro 3-gil,2010.6.3,중곡동 83-16,중곡동 102-55,7,549,549.28,10,종교,일련번호,2010.5.28,영화사로에서 분기되는 도로,95
광진구,길,시군구,주도로,영화사로5길,Yeonghwasa-ro 5-gil,2010.6.3,중곡동 88-36,중곡동 86-15,7,225,224.886,10,종교,일련번호,2010.5.28,영화사로에서 분기되는 도로,99
광진구,길,시군구,주도로,광나루로15길,Gwangnaru-ro 15-gil,2010.6.3,군자동 358-9,군자동 345-6,7,366,365.887,10,지명·자연마을이름,일련번호,2010.5.28,광나루로에서 분기되는 도로,209
광진구,길,시군구,주도로,영화사로9가길,Yeonghwasa-ro 9ga-gil,2010.6.3,중곡동 104-5,중곡동 143-139,7,361,361.433,10,종교,기타,2010.5.28,영화사로에서 분기되는 도로,103
광진구,길,시군구,주도로,구의로16길,Guui-ro 16-gil,2010.6.3,구의동 228-16,구의동 201-14,7,501,500.625,10,행정구역 명칭,일련번호,2010.5.28,구의로에서 분기되는 도로,377
광진구,길,시군구,주도로,긴고랑로10길,Gingorang-ro 10-gil,2010.6.3,중곡동 244-1,중곡동 258-10,7,311,311.381,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,415
광진구,길,시군구,주도로,구의로4길,Guui-ro 4-gil,2010.6.3,구의동 223-65,구의동 207-52,7,392,392.132,10,행정구역 명칭,일련번호,2010.5.28,구의로에서 분기되는 도로,376
광진구,길,시군구,주도로,군자로12길,Gunja-ro 12-gil,2010.6.3,군자동 364-15,군자동 103-0,7,316,316.211,10,행정구역 명칭,일련번호,2010.5.28,군자로에서 분기되는 도로,218
광진구,길,시군구,주도로,군자로7길,Gunja-ro 7-gil,2010.6.3,화양동 16-1,화양동 16-43,7,193,193.263,10,행정구역 명칭,일련번호,2010.5.28,군자로에서 분기되는 도로,319
광진구,길,시군구,주도로,긴고랑로3길,Gingorang-ro 3-gil,2010.6.3,중곡동 239-34,중곡동 234-15,7,235,235.492,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,61
광진구,길,시군구,주도로,천호대로120길,Cheonho-daero 120-gil,2010.6.3,능동 247-6,능동 251-4,7,308,307.716,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,182
광진구,길,시군구,주도로,면목로7길,Myeonmok-ro 7-gil,2010.6.3,중곡동 629-7,중곡동 634-1,7,249,249.043,10,행정구역 명칭,일련번호,2010.5.28,면목로에서 분기되는 도로,406
광진구,길,시군구,주도로,동일로32길,Dongil-ro 32-gil,2010.6.3,군자동 354-5,군자동 352-8,7,132,132.374,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,217
광진구,길,시군구,주도로,아차산로21길,Achasan-ro 21-gil,2010.6.3,화양동 50-1,화양동 24-3,7,577,577.248,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,301
광진구,길,시군구,주도로,아차산로22길,Achasan-ro 22-gil,2010.6.3,자양동 17-5,자양동 16-27,7,243,242.975,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,305
광진구,길,시군구,주도로,아차산로23길,Achasan-ro 23-gil,2010.6.3,화양동 49-20,화양동 31-11,7,533,532.63,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,298
광진구,길,시군구,주도로,군자로10길,Gunja-ro 10-gil,2010.6.3,군자동 362-3,군자동 367-4,7,223,223.385,10,행정구역 명칭,일련번호,2010.5.28,군자로에서 분기되는 도로,208
광진구,길,시군구,주도로,군자로5길,Gunja-ro 5-gil,2010.6.3,화양동 15-1,화양동 15-62,7,165,164.543,10,행정구역 명칭,일련번호,2010.5.28,군자로에서 분기되는 도로,320
광진구,길,시군구,주도로,아차산로26길,Achasan-ro 26-gil,2010.6.3,자양동 8-3,자양동 10-32,7,242,242.472,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,306
광진구,길,시군구,주도로,아차산로27길,Achasan-ro 27-gil,2010.6.3,화양동 48-3,화양동 35-1,7,418,417.95,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,299
