road_name,geometry,score
용마산로28다길,"LINESTRING (14147453.678959815 4518513.957833132, 14147450.53843376 4518518.607950803)",2
용마산로28가길,"LINESTRING (14147367.605413118 4518593.660616665, 14147350.882457199 4518593.101561285)",2
용마산로28가길,"LINESTRING (14147350.882457199 4518593.101561285, 14147255.01688013 4518589.896735119)",2
영화사로,"LINESTRING (14148417.71556562 4516544.048327993, 14148455.330421558 4516597.743489468, 14148424.738161765 4516619.5334329195)",2
자양로52길,"LINESTRING (14147990.186106287 4516496.556932992, 14147998.422848834 4516491.127211043)",2
자양로44길,"LINESTRING (14148225.22190214 4516024.466389715, 14148244.23966146 4516030.806599809)",2
긴고랑로46길,"LINESTRING (14148177.488104487 4517468.882072168, 14148215.192016019 4517470.862110937)",2
영화사로7길,"LINESTRING (14147923.735325225 4517038.323817943, 14147896.70695286 4517022.989693297)",2
영화사로7길,"LINESTRING (14147923.735325225 4517038.323817943, 14147947.70055149 4516997.173107311)",2
영화사로7길,"LINESTRING (14147923.735325225 4517038.323817943, 14147957.687769914 4517057.561716725, 14147987.543657348 4517093.397663363)",2
영화사로9길,"LINESTRING (14147988.160687502 4516966.958702932, 14148006.779665357 4516970.359553623)",2
영화사로7길,"LINESTRING (14147947.70055149 4516997.173107311, 14147923.735325225 4517038.323817943)",2
영화사로3가길,"LINESTRING (14148020.941493528 4516997.491205801, 14148022.609296946 4516992.700650483)",2
영화사로3가길,"LINESTRING (14147987.617143575 4517093.186686299, 14147987.543657348 4517093.397663363)",2
긴고랑로46길,"LINESTRING (14148177.488104487 4517468.882072168, 14148135.375941122 4517468.559087157)",2
영화사로7길,"LINESTRING (14147896.70695286 4517022.989693297, 14147912.012312112 4516997.017912932)",2
긴고랑로46길,"LINESTRING (14148183.474054066 4517377.91087955, 14148186.193288667 4517336.585437118)",2
긴고랑로46길,"LINESTRING (14148177.488104487 4517468.882072168, 14148183.474054066 4517377.91087955)",2
긴고랑로46길,"LINESTRING (14148267.311801609 4517473.614505876, 14148250.224259771 4517472.743850255)",2
영화사로9길,"LINESTRING (14148172.334012063 4517253.074135249, 14148172.893421039 4517251.291713619)",2
긴고랑로46길,"LINESTRING (14148172.334012063 4517253.074135249, 14148171.026618207 4517251.283640252)",2
긴고랑로46길,"LINESTRING (14148172.334012063 4517253.074135249, 14148190.089470847 4517277.409880479, 14148186.193288667 4517336.585437118)",2
용마산로28가길,"LINESTRING (14147248.658264732 4518639.643210186, 14147255.01688013 4518589.896735119)",2
영화사로7길,"LINESTRING (14147912.012312112 4516997.017912932, 14147896.70695286 4517022.989693297)",2
영화사로7길,"LINESTRING (14147896.70695286 4517022.989693297, 14147861.968339328 4517003.300635023)",2
자양로52길,"LINESTRING (14147998.422848834 4516491.127211043, 14148030.546376642 4516469.951142589)",2
자양로52길,"LINESTRING (14148100.243509825 4516405.458794857, 14148116.583562352 4516410.921164805)",2
자양로52길,"LINESTRING (14148057.318714175 4516445.181990113, 14148030.546376642 4516469.951142589)",2
자양로54길,"LINESTRING (14148134.385197653 4516563.425734199, 14148160.033208331 4516533.559268733)",2
자양로54길,"LINESTRING (14148115.836060459 4516585.023457208, 14148109.060013497 4516592.913160317)",2
자양로54길,"LINESTRING (14148134.385197653 4516563.425734199, 14148115.836060459 4516585.023457208)",2
자양로52길,"LINESTRING (14148087.515724892 4516491.513513833, 14148057.318714175 4516445.181990113)",2
자양로52길,"LINESTRING (14148116.049578568 4516535.293241927, 14148087.515724892 4516491.513513833)",2
자양로52길,"LINESTRING (14148134.385197653 4516563.425734199, 14148116.049578568 4516535.293241927)",2
자양로52길,"LINESTRING (14148116.583562352 4516410.921164805, 14148189.332498308 4516435.240646083)",2
영화사로7길,"LINESTRING (14147896.70695286 4517022.989693297, 14147923.735325225 4517038.323817943)",2
자양로52길,"LINESTRING (14148100.243509825 4516405.458794857, 14148115.817106588 4516384.3265095875)",2
자양로52길,"LINESTRING (14148100.243509825 4516405.458794857, 14148086.02801085 4516418.615594685)",2
자양로52길,"LINESTRING (14148116.583562352 4516410.921164805, 14148100.243509825 4516405.458794857)",2
자양로52길,"LINESTRING (14148189.332498308 4516435.240646083, 14148116.583562352 4516410.921164805)",2
자양로54길,"LINESTRING (14148189.332498308 4516435.240646083, 14148196.557133261 4516412.633952584)",2
자양로54길,"LINESTRING (14148189.332498308 4516435.240646083, 14148178.634695243 4516468.757616323, 14148180.793991271 4516491.917183511)",2
자양로54길,"LINESTRING (14148180.793991271 4516491.917183511, 14148182.263710642 4516507.680684226)",2
용마산로28가길,"LINESTRING (14147244.831146723 4518669.584576154, 14147248.658264732 4518639.643210186)",2
용마산로28길,"LINESTRING (14147239.142720744 4518485.393385636, 14147247.824236171 4518513.051087)",2
용마산로28길,"LINESTRING (14147247.824236171 4518513.051087, 14147259.914937725 4518551.569824383)",2
용마산로8가길,"LINESTRING (14147353.983263915 4517883.11002794, 14147406.689686337 4517891.692044998)",2
용마산로14길,"LINESTRING (14147378.935964262 4517627.552213758, 14147373.282707147 4517664.331961344)",2
용마산로14길,"LINESTRING (14147379.79489736 4517621.96404717, 14147378.935964262 4517627.552213758)",2
용마산로16길,"LINESTRING (14147359.74625707 4517752.466760046, 14147368.079666218 4517754.082339244)",2
용마산로16길,"LINESTRING (14147359.74625707 4517752.466760046, 14147354.557010239 4517751.725050689)",2
용마산로14길,"LINESTRING (14147359.74625707 4517752.466760046, 14147366.826176682 4517706.320882149)",2
용마산로16길,"LINESTRING (14147359.74625707 4517752.466760046, 14147359.503819237 4517754.044623929)",2
용마산로16길,"LINESTRING (14147359.503819237 4517754.044623929, 14147359.74625707 4517752.466760046)",2
용마산로8가길,"LINESTRING (14147436.400858428 4517694.440387797, 14147427.380389387 4517754.343135112)",2
용마산로26길,"LINESTRING (14147239.142720744 4518485.393385636, 14147236.53784466 4518474.481054682, 14147225.35105096 4518473.572117657)",2
용마산로8가길,"LINESTRING (14147436.400858428 4517694.440387797, 14147476.731909946 4517700.591280351)",2
용마산로8가길,"LINESTRING (14147436.400858428 4517694.440387797, 14147443.235875163 4517649.081177645, 14147445.796223454 4517632.089078344)",2
용마산로8가길,"LINESTRING (14147520.235566944 4517694.229740856, 14147517.241072644 4517706.770262815, 14147480.821790017 4517701.215121862)",2
용마산로8가길,"LINESTRING (14147480.821790017 4517701.215121862, 14147476.731909946 4517700.591280351)",2
자양로46길,"LINESTRING (14147865.409600768 4516206.263926048, 14147991.69879757 4516145.197954608)",2
자양로48길,"LINESTRING (14147933.121443026 4516237.719279771, 14147950.663510047 4516227.246866812, 14147976.200201236 4516232.315727023)",2
자양로48길,"LINESTRING (14147865.098486882 4516278.328204965, 14147933.121443026 4516237.719279771)",2
용마산로12길,"LINESTRING (14147379.79489736 4517621.96404717, 14147386.35161537 4517579.259273159)",2
용마산로14길,"LINESTRING (14147379.79489736 4517621.96404717, 14147355.137188636 4517618.862543251)",2
용마산로14길,"LINESTRING (14147379.79489736 4517621.96404717, 14147417.322513442 4517627.721026692)",2
용마산로14길,"LINESTRING (14147417.322513442 4517627.721026692, 14147445.796223454 4517632.089078344)",2
용마산로26길,"LINESTRING (14147239.142720744 4518485.393385636, 14147264.089418631 4518478.638131798, 14147264.089418631 4518471.882882324, 14147296.327543162 4518464.088369119)",2
용마산로32길,"LINESTRING (14147242.88122251 4518766.207684173, 14147242.905319532 4518764.84843687)",2
용마산로32길,"LINESTRING (14147242.905319532 4518764.84843687, 14147224.07622581 4518764.641051771)",2
용마산로32길,"LINESTRING (14147350.131192723 4518765.09957023, 14147374.830048071 4518765.1574173365)",2
용마산로32길,"LINESTRING (14147242.905319532 4518764.84843687, 14147350.131192723 4518765.09957023)",2
용마산로32길,"LINESTRING (14147242.905319532 4518764.84843687, 14147242.88122251 4518766.207684173)",2
용마산로8가길,"LINESTRING (14147395.123591242 4517968.523737452, 14147400.667301884 4517931.67366503, 14147406.689686337 4517891.692044998)",2
용마산로10길,"LINESTRING (14147393.420403033 4517533.240545411, 14147355.894602688 4517528.044668817)",2
긴고랑로35길,"LINESTRING (14147398.364237785 4517501.0612931065, 14147413.001501465 4517405.787841515)",2
긴고랑로35길,"LINESTRING (14147393.420403033 4517533.240545411, 14147398.364237785 4517501.0612931065)",2
용마산로10길,"LINESTRING (14147393.420403033 4517533.240545411, 14147392.74135414 4517537.635978164)",2
용마산로12길,"LINESTRING (14147386.35161537 4517579.259273159, 14147452.419733156 4517588.134437099)",2
용마산로12길,"LINESTRING (14147386.35161537 4517579.259273159, 14147355.325918376 4517575.641576195)",2
용마산로10길,"LINESTRING (14147386.35161537 4517579.259273159, 14147392.74135414 4517537.635978164)",2
용마산로12길,"LINESTRING (14147386.35161537 4517579.259273159, 14147379.79489736 4517621.96404717)",2
자양로52길,"LINESTRING (14148057.318714175 4516445.181990113, 14148086.02801085 4516418.615594685)",2
영화사로15길,"LINESTRING (14148130.232980646 4516861.47722878, 14148155.70288014 4516827.692203283)",2
자양로44다길,"LINESTRING (14148225.22190214 4516024.466389715, 14148212.242049513 4516103.23607095, 14148214.378288958 4516112.378440189)",2
용마산로36길,"LINESTRING (14147447.065265646 4518767.320280865, 14147417.944086855 4518869.733785223)",2
용마산로28길,"LINESTRING (14147351.188522331 4518523.027915208, 14147371.156504877 4518518.818614344)",2
용마산로28길,"LINESTRING (14147259.914937725 4518551.569824383, 14147247.824236171 4518513.051087)",2
용마산로28길,"LINESTRING (14147247.824236171 4518513.051087, 14147239.142720744 4518485.393385636)",2
뚝섬로22길,"LINESTRING (14144347.794078024 4513815.8416335685, 14144351.788186295 4513817.163667737)",2
용마산로28가길,"LINESTRING (14147259.914937725 4518551.569824383, 14147255.01688013 4518589.896735119)",2
용마산로28길,"LINESTRING (14147259.914937725 4518551.569824383, 14147224.956494102 4518563.659753404)",2
용마산로26길,"LINESTRING (14147225.35105096 4518473.572117657, 14147236.53784466 4518474.481054682, 14147239.142720744 4518485.393385636)",2
용마산로34길,"LINESTRING (14147349.688098058 4518866.539579853, 14147375.598152557 4518866.08216196)",2
용마산로36길,"LINESTRING (14147447.065265646 4518767.320280865, 14147447.125007035 4518767.107448987)",2
용마산로36길,"MULTILINESTRING ((14147447.125007035 4518767.107448987, 14147476.6374042 4518661.967964735), (14147476.638558596 4518661.702946048, 14147472.011963535 4518653.461573078))",2
용마산로36길,"LINESTRING (14147476.6374042 4518661.967964735, 14147476.687382147 4518661.789915641, 14147476.638558596 4518661.702946048)",2
용마산로32길,"LINESTRING (14147447.065265646 4518767.320280865, 14147438.722666485 4518767.070487148)",2
용마산로14길,"LINESTRING (14147366.826176682 4517706.320882149, 14147359.74625707 4517752.466760046)",2
용마산로32길,"LINESTRING (14147438.722666485 4518767.070487148, 14147374.830048071 4518765.1574173365)",2
용마산로36길,"LINESTRING (14147447.125007035 4518767.107448987, 14147447.065265646 4518767.320280865)",2
용마산로36길,"MULTILINESTRING ((14147472.011963535 4518653.461573078, 14147476.638558596 4518661.702946048), (14147476.6374042 4518661.967964735, 14147447.125007035 4518767.107448987))",2
용마산로36길,"LINESTRING (14147476.638558596 4518661.702946048, 14147476.687382147 4518661.789915641, 14147476.6374042 4518661.967964735)",2
용마산로32길,"LINESTRING (14147375.598152557 4518866.08216196, 14147374.842469145 4518766.789478598)",2
용마산로32길,"LINESTRING (14147374.842469145 4518766.789478598, 14147374.830048071 4518765.1574173365)",2
용마산로34길,"LINESTRING (14147375.598152557 4518866.08216196, 14147349.688098058 4518866.539579853)",2
용마산로34길,"LINESTRING (14147375.598152557 4518866.08216196, 14147417.944086855 4518869.733785223)",2
뚝섬로22길,"LINESTRING (14144347.794078024 4513815.8416335685, 14144346.483488584 4513815.407833605)",2
자양로44길,"LINESTRING (14148225.22190214 4516024.466389715, 14148151.172176862 4516010.144693188)",2
용마산로28다길,"LINESTRING (14147477.204599788 4518531.751435244, 14147468.66124686 4518527.666486879, 14147450.53843376 4518518.607950803)",2
용마산로28길,"LINESTRING (14147259.914937725 4518551.569824383, 14147331.649217594 4518527.146849713, 14147351.188522331 4518523.027915208)",2
용마산로28길,"LINESTRING (14147518.799545513 4518464.76248895, 14147556.169498574 4518456.701142144, 14147564.151106061 4518479.396517666)",2
용마산로28길,"LINESTRING (14147518.799545513 4518464.76248895, 14147477.441229826 4518477.424524485)",2
용마산로28길,"LINESTRING (14147477.441229826 4518477.424524485, 14147461.091521489 4518482.4300616905, 14147421.584234204 4518501.670616022, 14147417.643524231 4518503.018860572)",2
용마산로10길,"LINESTRING (14147355.533973988 4517527.9947942905, 14147355.894602688 4517528.044668817)",2
용마산로14길,"LINESTRING (14147355.137188636 4517618.862543251, 14147379.79489736 4517621.96404717)",2
용마산로8가길,"LINESTRING (14147408.324094389 4517880.838714556, 14147406.689686337 4517891.692044998)",2
용마산로8가길,"LINESTRING (14147406.689686337 4517891.692044998, 14147400.667301884 4517931.67366503, 14147395.123591242 4517968.523737452)",2
용마산로8가길,"LINESTRING (14147406.689686337 4517891.692044998, 14147408.324094389 4517880.838714556)",2
용마산로8가길,"LINESTRING (14147406.689686337 4517891.692044998, 14147353.983263915 4517883.11002794)",2
용마산로8가길,"LINESTRING (14147445.796223454 4517632.089078344, 14147443.235875163 4517649.081177645, 14147436.400858428 4517694.440387797)",2
용마산로8가길,"LINESTRING (14147446.435151009 4517627.849055646, 14147452.419733156 4517588.134437099)",2
용마산로8가길,"LINESTRING (14147445.796223454 4517632.089078344, 14147446.435151009 4517627.849055646)",2
용마산로8가길,"LINESTRING (14147454.422700264 4517627.884182576, 14147481.19796322 4517614.832830052)",2
용마산로8가길,"LINESTRING (14147445.796223454 4517632.089078344, 14147454.422700264 4517627.884182576)",2
용마산로14길,"LINESTRING (14147417.322513442 4517627.721026692, 14147379.79489736 4517621.96404717)",2
용마산로14길,"LINESTRING (14147445.796223454 4517632.089078344, 14147417.322513442 4517627.721026692)",2
용마산로8가길,"LINESTRING (14147427.380389387 4517754.343135112, 14147436.400858428 4517694.440387797)",2
용마산로16길,"LINESTRING (14147368.079666218 4517754.082339244, 14147359.74625707 4517752.466760046)",2
용마산로28길,"LINESTRING (14147351.188522331 4518523.027915208, 14147331.649217594 4518527.146849713, 14147259.914937725 4518551.569824383)",2
용마산로28길,"LINESTRING (14147371.156504877 4518518.818614344, 14147351.188522331 4518523.027915208)",2
용마산로28길,"LINESTRING (14147371.156504877 4518518.818614344, 14147386.329840627 4518513.661584014)",2
용마산로28길,"LINESTRING (14147386.329840627 4518513.661584014, 14147417.643524231 4518503.018860572)",2
용마산로16길,"LINESTRING (14147354.557010239 4517751.725050689, 14147359.74625707 4517752.466760046)",2
용마산로28길,"LINESTRING (14147224.956494102 4518563.659753404, 14147259.914937725 4518551.569824383)",2
뚝섬로22길,"LINESTRING (14144346.483488584 4513815.407833605, 14144347.794078024 4513815.8416335685)",2
용마산로26길,"LINESTRING (14147296.327543162 4518464.088369119, 14147264.089418631 4518471.882882324, 14147264.089418631 4518478.638131798, 14147239.142720744 4518485.393385636)",2
용마산로28다길,"LINESTRING (14147569.516705522 4518552.847853953, 14147548.644300995 4518544.014004392, 14147515.549016384 4518540.671468665, 14147486.784059964 4518536.331791519, 14147477.204599788 4518531.751435244)",2
뚝섬로22길,"LINESTRING (14144351.788186295 4513817.163667737, 14144347.794078024 4513815.8416335685)",2
능동로3다길,"LINESTRING (14144726.483385643 4513664.830773146, 14144717.255316565 4513656.429533126, 14144671.73677678 4513613.193468075, 14144668.196816973 4513609.712130345)",2
천호대로137길,"LINESTRING (14147991.81335733 4516118.587713073, 14147988.75718339 4516111.401381905)",2
자양로50가길,"LINESTRING (14147990.5874815 4516403.330704872, 14148030.546376642 4516469.951142589)",2
천호대로137길,"LINESTRING (14147950.663510047 4516336.768492773, 14147974.834797539 4516237.900639788)",2
천호대로137길,"LINESTRING (14147974.834797539 4516237.900639788, 14147976.200201236 4516232.315727023)",2
자양로54길,"LINESTRING (14148060.179625088 4516640.8935926985, 14148083.441320471 4516618.060177525)",2
자양로54길,"LINESTRING (14148083.441320471 4516618.060177525, 14148109.060013497 4516592.913160317)",2
영화사로9가길,"LINESTRING (14147988.67312453 4516847.951028962, 14148020.360643232 4516867.178287065)",2
영화사로15길,"LINESTRING (14148032.472203832 4516686.739894731, 14148112.677629717 4516744.752794759)",2
영화사로15길,"LINESTRING (14148115.142584762 4516746.53570644, 14148116.551815229 4516747.55500838)",2
영화사로15길,"LINESTRING (14148112.677629717 4516744.752794759, 14148115.142584762 4516746.53570644)",2
영화사로9가길,"LINESTRING (14148019.868452752 4516870.917696519, 14148020.360643232 4516867.178287065)",2
영화사로9가길,"LINESTRING (14148006.779665357 4516970.359553623, 14148019.868452752 4516870.917696519)",2
영화사로9길,"LINESTRING (14148006.779665357 4516970.359553623, 14147988.160687502 4516966.958702932)",2
영화사로9길,"LINESTRING (14148006.779665357 4516970.359553623, 14148022.609296946 4516992.700650483)",2
영화사로13길,"LINESTRING (14147994.40093798 4516708.209794051, 14148043.025173254 4516744.4507652)",2
영화사로13길,"LINESTRING (14148043.025173254 4516744.4507652, 14148091.237763021 4516780.384925704)",2
자양로50길,"LINESTRING (14148374.07216082 4516492.751227498, 14148411.225639308 4516536.22716768)",2
자양로50길,"LINESTRING (14148242.552878363 4516424.806643458, 14148337.476476656 4516449.928002317, 14148368.320466915 4516486.020759442)",2
자양로54길,"LINESTRING (14148196.557133261 4516412.633952584, 14148189.332498308 4516435.240646083)",2
자양로44길,"LINESTRING (14148196.557133261 4516412.633952584, 14148221.28140439 4516365.52941407)",2
"영화사로, 워커힐로","LINESTRING (14148519.682046697 4516493.376995586, 14148591.863777015 4516453.817487296, 14148620.589185208 4516436.705536901)",2
"영화사로, 워커힐로","LINESTRING (14148411.225639308 4516536.22716768, 14148447.649376694 4516520.992069673, 14148494.260739671 4516507.019510719)",2
자양로50길,"LINESTRING (14148411.225639308 4516536.22716768, 14148374.07216082 4516492.751227498)",2
자양로50길,"LINESTRING (14148368.320466915 4516486.020759442, 14148337.476476656 4516449.928002317, 14148242.552878363 4516424.806643458)",2
자양로50가길,"LINESTRING (14147950.663510047 4516336.768492773, 14147967.254251566 4516364.428978832)",2
천호대로137길,"LINESTRING (14147991.566599153 4516175.905348965, 14147976.200201236 4516232.315727023)",2
용마산로32길,"LINESTRING (14147374.842469145 4518766.789478598, 14147375.598152557 4518866.08216196)",2
자양로46길,"LINESTRING (14147991.69879757 4516145.197954608, 14147865.409600768 4516206.263926048)",2
용마산로32길,"LINESTRING (14147374.830048071 4518765.1574173365, 14147374.842469145 4518766.789478598)",2
용마산로32길,"LINESTRING (14147438.722666485 4518767.070487148, 14147447.065265646 4518767.320280865)",2
용마산로32길,"LINESTRING (14147374.830048071 4518765.1574173365, 14147438.722666485 4518767.070487148)",2
용마산로32길,"LINESTRING (14147350.131192723 4518765.09957023, 14147242.905319532 4518764.84843687)",2
용마산로32길,"LINESTRING (14147374.830048071 4518765.1574173365, 14147350.131192723 4518765.09957023)",2
용마산로28길,"LINESTRING (14147564.151106061 4518479.396517666, 14147556.169498574 4518456.701142144, 14147518.799545513 4518464.76248895)",2
용마산로32길,"LINESTRING (14147224.07622581 4518764.641051771, 14147242.905319532 4518764.84843687)",2
용마산로36길,"LINESTRING (14147417.944086855 4518869.733785223, 14147447.065265646 4518767.320280865)",2
용마산로34길,"LINESTRING (14147417.944086855 4518869.733785223, 14147375.598152557 4518866.08216196)",2
용마산로8길,"LINESTRING (14147356.086056072 4517401.559328138, 14147373.2938391 4517402.824823343)",2
긴고랑로35길,"LINESTRING (14147398.364237785 4517501.0612931065, 14147393.420403033 4517533.240545411)",2
긴고랑로35길,"LINESTRING (14147413.001501465 4517405.787841515, 14147398.364237785 4517501.0612931065)",2
긴고랑로35길,"LINESTRING (14147413.001501465 4517405.787841515, 14147417.795218274 4517374.571890837)",2
용마산로8길,"LINESTRING (14147413.001501465 4517405.787841515, 14147373.2938391 4517402.824823343)",2
용마산로8길,"LINESTRING (14147413.001501465 4517405.787841515, 14147480.539036531 4517401.434592359)",2
용마산로8마길,"LINESTRING (14147687.070087796 4517708.174577521, 14147695.229806472 4517671.437766864, 14147702.52123312 4517665.553710172, 14147705.081581408 4517640.978330157, 14147687.15914339 4517635.599840401, 14147688.874054981 4517628.911730311)",2
용마산로8마길,"LINESTRING (14147688.874054981 4517628.911730311, 14147687.15914339 4517635.599840401, 14147705.081581408 4517640.978330157, 14147702.52123312 4517665.553710172, 14147695.229806472 4517671.437766864, 14147687.070087796 4517708.174577521)",2
용마산로8나길,"LINESTRING (14147453.121045945 4517583.472166495, 14147481.38279712 4517572.387442991)",2
용마산로8가길,"LINESTRING (14147453.121045945 4517583.472166495, 14147452.419733156 4517588.134437099)",2
용마산로8가길,"LINESTRING (14147453.121045945 4517583.472166495, 14147458.75381218 4517546.019604223)",2
용마산로8가길,"LINESTRING (14147480.539036531 4517401.434592359, 14147467.692767292 4517484.385364461)",2
용마산로8길,"LINESTRING (14147480.539036531 4517401.434592359, 14147413.001501465 4517405.787841515)",2
용마산로8길,"LINESTRING (14147480.539036531 4517401.434592359, 14147482.127151076 4517401.450216604)",2
용마산로14길,"LINESTRING (14147366.826176682 4517706.320882149, 14147373.282707147 4517664.331961344)",2
능동로3다길,"LINESTRING (14144668.196816973 4513609.712130345, 14144671.73677678 4513613.193468075, 14144717.255316565 4513656.429533126, 14144726.483385643 4513664.830773146)",2
긴고랑로35길,"LINESTRING (14147417.795218274 4517374.571890837, 14147413.001501465 4517405.787841515)",2
용마산로8가길,"LINESTRING (14147465.29018661 4517501.355604525, 14147462.193584446 4517523.227953092)",2
긴고랑로41길,"LINESTRING (14147893.723590506 4517339.365882041, 14147883.270690322 4517280.625629467)",2
용마산로8길,"LINESTRING (14147893.723590506 4517339.365882041, 14147861.329618685 4517347.805519892)",2
긴고랑로42길,"LINESTRING (14147933.887662785 4517295.566939036, 14147934.87840625 4517266.709447734)",2
긴고랑로39길,"LINESTRING (14147986.525444413 4517346.701151742, 14147975.28738141 4517348.971061096, 14147946.52242499 4517354.489830242, 14147906.336088814 4517373.405328259)",2
긴고랑로39길,"LINESTRING (14148047.24430026 4517334.436912002, 14147986.525444413 4517346.701151742)",2
긴고랑로39길,"LINESTRING (14147906.336088814 4517373.405328259, 14147946.52242499 4517354.489830242, 14147975.28738141 4517348.971061096, 14147986.525444413 4517346.701151742)",2
긴고랑로39길,"LINESTRING (14147986.525444413 4517346.701151742, 14148047.24430026 4517334.436912002)",2
긴고랑로41길,"LINESTRING (14147906.336088814 4517373.405328259, 14147893.723590506 4517339.365882041)",2
긴고랑로39길,"LINESTRING (14147900.747120371 4517376.684533222, 14147860.253382709 4517400.443347901)",2
긴고랑로39길,"LINESTRING (14147906.336088814 4517373.405328259, 14147900.747120371 4517376.684533222)",2
긴고랑로37길,"LINESTRING (14147481.79155356 4517478.519579447, 14147467.692767292 4517484.385364461)",2
용마산로8가길,"LINESTRING (14147467.692767292 4517484.385364461, 14147480.539036531 4517401.434592359)",2
용마산로8다길,"LINESTRING (14147556.25169866 4517628.331088347, 14147519.300483223 4517645.191248346)",2
긴고랑로37길,"LINESTRING (14147467.692767292 4517484.385364461, 14147481.79155356 4517478.519579447)",2
용마산로8가길,"LINESTRING (14147481.627874717 4517516.107651161, 14147462.193584446 4517523.227953092)",2
용마산로8가길,"LINESTRING (14147462.193584446 4517523.227953092, 14147458.75381218 4517546.019604223)",2
용마산로8가길,"LINESTRING (14147462.193584446 4517523.227953092, 14147465.29018661 4517501.355604525)",2
용마산로8가길,"LINESTRING (14147465.29018661 4517501.355604525, 14147467.692767292 4517484.385364461)",2
용마산로8가길,"LINESTRING (14147462.193584446 4517523.227953092, 14147481.627874717 4517516.107651161)",2
용마산로8가길,"LINESTRING (14147481.19796322 4517614.832830052, 14147454.422700264 4517627.884182576)",2
용마산로8가길,"LINESTRING (14147454.422700264 4517627.884182576, 14147445.796223454 4517632.089078344)",2
용마산로8다길,"LINESTRING (14147511.556897959 4517628.135074266, 14147519.300483223 4517645.191248346)",2
용마산로8라길,"LINESTRING (14147644.246738514 4517628.716552089, 14147639.269498449 4517652.49364389)",2
용마산로8다길,"MULTILINESTRING ((14147596.42751527 4517628.507283915, 14147597.93657152 4517631.962690934, 14147601.843885647 4517629.884320375, 14147607.123546893 4517641.912580366), (14147607.074390776 4517653.2316387985, 14147538.414039794 4517687.292437294, 14147519.300483223 4517645.191248346))",2
긴고랑로41길,"LINESTRING (14147893.723590506 4517339.365882041, 14147906.336088814 4517373.405328259)",2
용마산로8길,"LINESTRING (14147861.329618685 4517347.805519892, 14147893.723590506 4517339.365882041)",2
용마산로8길,"LINESTRING (14147861.329618685 4517347.805519892, 14147860.48000998 4517347.96417918)",2
"용마산로8길, 긴고랑로39길","LINESTRING (14147861.329618685 4517347.805519892, 14147867.251815595 4517364.993755134, 14147860.39199592 4517368.345545305)",2
자양로44길,"LINESTRING (14148118.25745042 4516021.0241579255, 14148050.906711508 4516057.715266632)",2
자양로44길,"LINESTRING (14148151.172176862 4516010.144693188, 14148140.418714054 4516008.951219362, 14148118.25745042 4516021.0241579255)",2
자양로44나길,"LINESTRING (14148151.172176862 4516010.144693188, 14148134.520038305 4516112.033177737)",2
자양로44길,"LINESTRING (14148151.172176862 4516010.144693188, 14148225.22190214 4516024.466389715)",2
자양로44길,"LINESTRING (14147991.937112596 4516089.84081237, 14148050.906711508 4516057.715266632)",2
긴고랑로44길,"LINESTRING (14148135.375941122 4517468.559087157, 14148142.354498778 4517377.733043953)",2
천호대로137길,"LINESTRING (14147988.75718339 4516111.401381905, 14147991.81335733 4516118.587713073)",2
긴고랑로40길,"LINESTRING (14147861.794730807 4517123.369888151, 14147883.181634728 4517104.996628496)",2
영화사로5길,"LINESTRING (14147883.181634728 4517104.996628496, 14147861.635868719 4517080.295687366)",2
영화사로5길,"LINESTRING (14147883.181634728 4517104.996628496, 14147899.353367912 4517123.533221461)",2
긴고랑로40길,"LINESTRING (14147883.181634728 4517104.996628496, 14147861.794730807 4517123.369888151)",2
영화사로5길,"LINESTRING (14147899.353367912 4517123.533221461, 14147883.181634728 4517104.996628496)",2
영화사로3가길,"LINESTRING (14147954.070779312 4517123.771174075, 14147987.543657348 4517093.397663363)",2
영화사로5길,"LINESTRING (14147861.635868719 4517080.295687366, 14147883.181634728 4517104.996628496)",2
영화사로3가길,"LINESTRING (14148022.609296946 4516992.700650483, 14148020.941493528 4516997.491205801)",2
영화사로9길,"LINESTRING (14148022.609296946 4516992.700650483, 14148006.779665357 4516970.359553623)",2
영화사로9길,"LINESTRING (14148022.609296946 4516992.700650483, 14148025.927369924 4516997.512827144)",2
영화사로7길,"LINESTRING (14147987.543657348 4517093.397663363, 14147957.687769914 4517057.561716725, 14147923.735325225 4517038.323817943)",2
영화사로3가길,"LINESTRING (14147987.543657348 4517093.397663363, 14147954.070779312 4517123.771174075)",2
영화사로3가길,"LINESTRING (14147987.543657348 4517093.397663363, 14147987.617143575 4517093.186686299)",2
영화사로7길,"LINESTRING (14147987.543657348 4517093.397663363, 14147987.615887458 4517093.478394129)",2
용마산로8길,"LINESTRING (14147482.127151076 4517401.450216604, 14147480.539036531 4517401.434592359)",2
용마산로8길,"LINESTRING (14147860.48000998 4517347.96417918, 14147861.329618685 4517347.805519892)",2
용마산로8다길,"LINESTRING (14147607.123546893 4517641.912580366, 14147611.194722874 4517651.187638159, 14147607.074390776 4517653.2316387985)",2
용마산로8가길,"LINESTRING (14147467.692767292 4517484.385364461, 14147465.29018661 4517501.355604525)",2
용마산로8라길,"LINESTRING (14147639.269498449 4517652.49364389, 14147644.246738514 4517628.716552089)",2
용마산로8길,"LINESTRING (14147373.2938391 4517402.824823343, 14147413.001501465 4517405.787841515)",2
용마산로10길,"LINESTRING (14147392.74135414 4517537.635978164, 14147458.75381218 4517546.019604223)",2
